id,data_subject_id,host,event_id,text,region,label
8581,user1213,PC-673,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-673,Victoria,0
8582,user1183,PC-343,4698,A service was installed in the system. Service: and by user1183,Northern Territory,0
8583,user1456,PC-797,7045,An account was locked out. User: user1456,ACT,0
8585,user1652,PC-806,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-806,Tasmania,0
8588,user1879,PC-193,7045,An account was successfully logged on. User: user1879 from PC-193,Tasmania,0
8589,user1548,PC-992,4697,An account was locked out. User: user1548,Victoria,0
8590,user1704,PC-495,4697,A service was installed in the system. Service: including by user1704,Northern Territory,0
8591,user1410,PC-839,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-839,South Australia,0
8592,user1553,PC-592,4624,A logon attempt was made using explicit credentials. User: user1553,Northern Territory,0
8596,user1417,PC-613,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-613,Western Australia,0
8598,user1738,PC-911,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-911,Western Australia,0
8603,user1785,PC-747,7045,An account was locked out. User: user1785,New South Wales,0
8606,user1063,PC-175,7045,A logon attempt was made using explicit credentials. User: user1063,New South Wales,0
8607,user1865,PC-892,4624,An account was successfully logged on. User: user1865 from PC-892,New South Wales,0
8617,user1979,PC-262,1116,An account was locked out. User: user1979,Northern Territory,0
8618,user1267,PC-950,4625,A service was installed in the system. Service: protect by user1267,Tasmania,0
8621,user1269,PC-686,7045,Scheduled task created. Name: argue by user1269,Queensland,0
8624,user1245,PC-835,4624,Scheduled task created. Name: center by user1245,South Australia,0
8626,user1273,PC-829,4697,A service was installed in the system. Service: check by user1273,Northern Territory,0
8627,user1322,PC-824,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-824,New South Wales,0
8633,user1915,PC-645,4624,A service was installed in the system. Service: increase by user1915,South Australia,0
8634,user1972,PC-512,1116,A service was installed in the system. Service: smile by user1972,ACT,0
8635,user1001,PC-654,4697,An account was locked out. User: user1001,South Australia,0
8637,user1497,PC-770,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-770,Northern Territory,0
8639,user1378,PC-895,4624,An account was successfully logged on. User: user1378 from PC-895,Queensland,0
8642,user1208,PC-297,1116,An account was locked out. User: user1208,Western Australia,0
8643,user1686,PC-261,4697,An account was locked out. User: user1686,Tasmania,0
8649,user1964,PC-249,4625,An account was locked out. User: user1964,South Australia,0
8652,user1472,PC-667,4698,An account was successfully logged on. User: user1472 from PC-667,Northern Territory,0
8656,user1633,PC-528,1116,An account was locked out. User: user1633,ACT,0
8658,user1022,PC-653,4624,An account was locked out. User: user1022,ACT,0
8661,user1920,PC-727,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-727,Queensland,0
8663,user1249,PC-517,1116,A logon attempt was made using explicit credentials. User: user1249,Northern Territory,0
8667,user1914,PC-715,7045,An account was locked out. User: user1914,Northern Territory,0
8668,user1182,PC-922,1116,A service was installed in the system. Service: administration by user1182,Northern Territory,0
8672,user1533,PC-807,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-807,South Australia,0
8677,user1152,PC-939,4697,A logon attempt was made using explicit credentials. User: user1152,South Australia,0
8685,user1009,PC-878,1116,A service was installed in the system. Service: sound by user1009,South Australia,0
8687,user1470,PC-397,1116,A service was installed in the system. Service: concern by user1470,Western Australia,0
8692,user1679,PC-853,4624,An account was successfully logged on. User: user1679 from PC-853,South Australia,0
8694,user1545,PC-402,4698,An account was locked out. User: user1545,Victoria,0
8698,user1879,PC-664,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-664,Tasmania,0
8707,user1738,PC-101,4624,An account was successfully logged on. User: user1738 from PC-101,Western Australia,0
8710,user1688,PC-204,1116,An account was locked out. User: user1688,Tasmania,0
8712,user1953,PC-469,4625,A service was installed in the system. Service: spring by user1953,New South Wales,0
8715,user1707,PC-473,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-473,Victoria,0
8716,user1157,PC-367,7045,A logon attempt was made using explicit credentials. User: user1157,Queensland,0
8720,user1030,PC-288,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-288,Northern Territory,0
8724,user1662,PC-816,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-816,Victoria,0
8729,user1878,PC-516,4698,An account was successfully logged on. User: user1878 from PC-516,Victoria,0
8730,user1020,PC-857,4698,A logon attempt was made using explicit credentials. User: user1020,ACT,0
8731,user1055,PC-816,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-816,New South Wales,0
8733,user1378,PC-812,1116,Scheduled task created. Name: keep by user1378,Queensland,0
8734,user1697,PC-268,4624,An account was locked out. User: user1697,New South Wales,0
8739,user1625,PC-137,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-137,Western Australia,0
8744,user1833,PC-977,4697,An account was locked out. User: user1833,Western Australia,0
8746,user1337,PC-284,7045,A service was installed in the system. Service: treat by user1337,Victoria,0
8748,user1233,PC-370,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-370,Queensland,0
8749,user1056,PC-554,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-554,Queensland,0
8751,user1995,PC-904,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-904,Western Australia,0
8753,user1844,PC-761,1116,A logon attempt was made using explicit credentials. User: user1844,Tasmania,0
8754,user1105,PC-674,7045,An account was locked out. User: user1105,Western Australia,0
8757,user1037,PC-241,1116,Scheduled task created. Name: customer by user1037,New South Wales,0
8760,user1737,PC-953,4698,An account was successfully logged on. User: user1737 from PC-953,Queensland,0
8763,user1306,PC-698,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-698,Tasmania,0
8766,user1608,PC-590,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-590,Queensland,0
8767,user1717,PC-174,4697,A logon attempt was made using explicit credentials. User: user1717,Victoria,0
8776,user1460,PC-765,4624,Scheduled task created. Name: positive by user1460,New South Wales,0
8778,user1521,PC-938,7045,An account was successfully logged on. User: user1521 from PC-938,Northern Territory,0
8780,user1234,PC-763,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-763,Victoria,0
8783,user1906,PC-927,1116,Malware alert from Defender. Detection: PUA:Win32 on PC-927,Northern Territory,0
8785,user1906,PC-500,4624,Scheduled task created. Name: pass by user1906,Northern Territory,0
8789,user1188,PC-201,4698,A logon attempt was made using explicit credentials. User: user1188,New South Wales,0
8792,user1707,PC-911,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-911,Victoria,0
8793,user1667,PC-355,1116,A service was installed in the system. Service: likely by user1667,Queensland,0
8797,user1982,PC-669,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-669,Tasmania,0
8798,user1384,PC-334,7045,An account was successfully logged on. User: user1384 from PC-334,Northern Territory,0
8800,user1624,PC-469,1116,A logon attempt was made using explicit credentials. User: user1624,Victoria,0
8801,user1064,PC-886,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-886,ACT,0
8813,user1263,PC-196,4625,An account was locked out. User: user1263,Western Australia,0
8815,user1635,PC-427,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-427,New South Wales,0
8816,user1656,PC-225,4698,A service was installed in the system. Service: trial by user1656,Northern Territory,0
8817,user1969,PC-855,4698,Scheduled task created. Name: imagine by user1969,Western Australia,0
8818,user1322,PC-789,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-789,New South Wales,0
8819,user1491,PC-892,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-892,Victoria,0
8820,user1362,PC-942,4625,An account was successfully logged on. User: user1362 from PC-942,South Australia,0
8829,user1088,PC-497,4697,A logon attempt was made using explicit credentials. User: user1088,Western Australia,0
8835,user1107,PC-276,4698,A service was installed in the system. Service: evidence by user1107,Queensland,0
8836,user1988,PC-509,4625,A logon attempt was made using explicit credentials. User: user1988,Queensland,0
8837,user1017,PC-667,4624,A service was installed in the system. Service: movement by user1017,Queensland,0
8838,user1593,PC-401,4697,A service was installed in the system. Service: protect by user1593,Western Australia,0
8848,user1536,PC-519,1116,A service was installed in the system. Service: soon by user1536,Northern Territory,0
8851,user1113,PC-476,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-476,Queensland,0
8852,user1609,PC-790,4698,A logon attempt was made using explicit credentials. User: user1609,Northern Territory,0
8861,user1352,PC-417,7045,An account was successfully logged on. User: user1352 from PC-417,Northern Territory,0
8862,user1242,PC-363,4624,An account was successfully logged on. User: user1242 from PC-363,South Australia,0
8873,user1830,PC-154,1116,An account was locked out. User: user1830,ACT,0
8875,user1447,PC-380,4698,Scheduled task created. Name: inside by user1447,Tasmania,0
8876,user1590,PC-647,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-647,Northern Territory,0
8879,user1458,PC-848,4625,An account was successfully logged on. User: user1458 from PC-848,Western Australia,0
8893,user1683,PC-544,1116,A service was installed in the system. Service: write by user1683,South Australia,0
8904,user1832,PC-330,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-330,Northern Territory,0
8913,user1743,PC-874,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-874,Queensland,0
8915,user1278,PC-725,4698,An account was successfully logged on. User: user1278 from PC-725,Queensland,0
8919,user1604,PC-100,1116,An account was locked out. User: user1604,Northern Territory,0
8932,user1432,PC-291,4698,An account was locked out. User: user1432,Victoria,0
8933,user1333,PC-506,4697,Scheduled task created. Name: mother by user1333,South Australia,0
8936,user1446,PC-354,4624,An account was successfully logged on. User: user1446 from PC-354,Western Australia,0
8939,user1052,PC-518,4697,A service was installed in the system. Service: also by user1052,Western Australia,0
8944,user1787,PC-288,4697,A logon attempt was made using explicit credentials. User: user1787,Victoria,0
8946,user1105,PC-559,1116,A service was installed in the system. Service: their by user1105,Western Australia,0
8950,user1994,PC-110,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-110,Victoria,0
8951,user1822,PC-282,4625,Scheduled task created. Name: physical by user1822,Tasmania,0
8954,user1811,PC-713,4624,An account was locked out. User: user1811,Victoria,0
8962,user1638,PC-866,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-866,ACT,0
8967,user1079,PC-523,4698,A logon attempt was made using explicit credentials. User: user1079,Queensland,0
8971,user1758,PC-596,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-596,Northern Territory,0
8974,user1405,PC-860,4624,An account was successfully logged on. User: user1405 from PC-860,Victoria,0
8975,user1551,PC-837,4625,An account was successfully logged on. User: user1551 from PC-837,Tasmania,0
8986,user1634,PC-551,4697,A logon attempt was made using explicit credentials. User: user1634,ACT,0
8990,user1753,PC-221,4624,A logon attempt was made using explicit credentials. User: user1753,New South Wales,0
8993,user1667,PC-617,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-617,Queensland,0
9007,user1717,PC-154,4697,An account was locked out. User: user1717,Victoria,0
9010,user1833,PC-759,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-759,Western Australia,0
9012,user1438,PC-970,4625,Scheduled task created. Name: significant by user1438,Northern Territory,0
9013,user1498,PC-625,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-625,Victoria,0
9016,user1648,PC-207,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-207,Queensland,0
9025,user1257,PC-608,4624,A logon attempt was made using explicit credentials. User: user1257,Western Australia,0
9030,user1164,PC-783,4698,An account was locked out. User: user1164,New South Wales,0
9033,user1550,PC-279,4697,A service was installed in the system. Service: attention by user1550,Tasmania,0
9043,user1881,PC-479,7045,Malware alert from Defender. Detection: Worm:Win32 on PC-479,Tasmania,0
9048,user1381,PC-447,7045,An account was locked out. User: user1381,Tasmania,0
9051,user1672,PC-337,4697,A service was installed in the system. Service: set by user1672,Victoria,0
9053,user1692,PC-424,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-424,New South Wales,0
9056,user1560,PC-229,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-229,Tasmania,0
9057,user1540,PC-802,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-802,ACT,0
9059,user1414,PC-552,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-552,South Australia,0
9062,user1192,PC-391,7045,An account was successfully logged on. User: user1192 from PC-391,South Australia,0
9064,user1144,PC-315,4697,An account was locked out. User: user1144,Northern Territory,0
9068,user1997,PC-952,4697,A logon attempt was made using explicit credentials. User: user1997,South Australia,0
9086,user1478,PC-680,4624,A service was installed in the system. Service: help by user1478,New South Wales,0
9087,user1077,PC-753,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-753,ACT,0
9088,user1888,PC-216,7045,Scheduled task created. Name: around by user1888,Western Australia,0
9096,user1577,PC-571,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-571,ACT,0
9097,user1482,PC-104,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-104,ACT,0
9100,user1345,PC-641,4698,Malware alert from Defender. Detection: Trojan:Win32 on PC-641,Northern Territory,0
9102,user1972,PC-765,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-765,ACT,0
9104,user1082,PC-872,7045,A logon attempt was made using explicit credentials. User: user1082,Western Australia,0
9105,user1826,PC-440,4697,An account was locked out. User: user1826,South Australia,0
9106,user1479,PC-860,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-860,South Australia,0
9107,user1311,PC-126,7045,An account was locked out. User: user1311,ACT,0
9112,user1052,PC-102,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-102,Western Australia,0
9119,user1066,PC-959,4625,A service was installed in the system. Service: situation by user1066,New South Wales,0
9124,user1062,PC-648,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-648,Queensland,0
9125,user1838,PC-994,4624,An account was successfully logged on. User: user1838 from PC-994,Western Australia,0
9128,user1685,PC-230,4625,An account was successfully logged on. User: user1685 from PC-230,Queensland,0
9130,user1575,PC-551,4697,An account was successfully logged on. User: user1575 from PC-551,New South Wales,0
9131,user1760,PC-562,4698,An account was successfully logged on. User: user1760 from PC-562,ACT,0
9137,user1757,PC-980,4624,Scheduled task created. Name: face by user1757,South Australia,0
9141,user1124,PC-408,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-408,Northern Territory,0
9146,user1393,PC-521,7045,An account was successfully logged on. User: user1393 from PC-521,Northern Territory,0
9150,user1096,PC-369,4698,An account was successfully logged on. User: user1096 from PC-369,Victoria,0
9160,user1357,PC-944,4624,An account was successfully logged on. User: user1357 from PC-944,Queensland,0
9163,user1279,PC-662,4625,Scheduled task created. Name: task by user1279,Queensland,0
9164,user1224,PC-677,4698,A service was installed in the system. Service: plant by user1224,Western Australia,0
9182,user1049,PC-250,7045,Scheduled task created. Name: common by user1049,ACT,0
9183,user1939,PC-434,1116,A service was installed in the system. Service: conference by user1939,South Australia,0
9191,user1911,PC-644,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-644,ACT,0
9203,user1849,PC-499,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-499,Queensland,0
9213,user1302,PC-767,4624,Scheduled task created. Name: be by user1302,South Australia,0
9214,user1459,PC-596,7045,An account was locked out. User: user1459,Western Australia,0
9216,user1249,PC-798,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-798,Northern Territory,0
9219,user1344,PC-828,4698,A service was installed in the system. Service: tell by user1344,Victoria,0
9224,user1477,PC-706,4625,Scheduled task created. Name: for by user1477,South Australia,0
9243,user1871,PC-151,4625,An account was locked out. User: user1871,Queensland,0
9247,user1988,PC-535,4625,A service was installed in the system. Service: receive by user1988,Queensland,0
9257,user1192,PC-763,7045,Scheduled task created. Name: network by user1192,South Australia,0
9261,user1110,PC-729,1116,A logon attempt was made using explicit credentials. User: user1110,South Australia,0
9270,user1588,PC-546,7045,A logon attempt was made using explicit credentials. User: user1588,Tasmania,0
9273,user1675,PC-528,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-528,Victoria,0
9278,user1572,PC-334,4697,An account was locked out. User: user1572,ACT,0
9281,user1920,PC-148,4697,A service was installed in the system. Service: without by user1920,Queensland,0
9285,user1852,PC-646,4624,A service was installed in the system. Service: manager by user1852,Queensland,0
9287,user1619,PC-708,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-708,South Australia,0
9289,user1825,PC-473,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-473,Tasmania,0
9294,user1351,PC-603,7045,An account was successfully logged on. User: user1351 from PC-603,Victoria,0
9305,user1194,PC-876,1116,A logon attempt was made using explicit credentials. User: user1194,South Australia,0
9308,user1753,PC-721,4625,A service was installed in the system. Service: age by user1753,New South Wales,0
9309,user1886,PC-704,7045,Malware alert from Defender. Detection: PUA:Win32 on PC-704,Queensland,0
9317,user1369,PC-178,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-178,Queensland,0
9319,user1579,PC-884,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-884,Queensland,0
9323,user1658,PC-466,1116,An account was locked out. User: user1658,Queensland,0
9325,user1180,PC-577,4698,An account was successfully logged on. User: user1180 from PC-577,New South Wales,0
9326,user1918,PC-827,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-827,Tasmania,0
9334,user1770,PC-786,4697,An account was successfully logged on. User: user1770 from PC-786,Tasmania,0
9345,user1070,PC-886,7045,A logon attempt was made using explicit credentials. User: user1070,Tasmania,0
9349,user1229,PC-632,4624,A logon attempt was made using explicit credentials. User: user1229,Victoria,0
9351,user1422,PC-855,4698,An account was successfully logged on. User: user1422 from PC-855,ACT,0
9354,user1242,PC-165,4697,An account was locked out. User: user1242,South Australia,0
9356,user1345,PC-597,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-597,Northern Territory,0
9362,user1559,PC-557,4698,An account was locked out. User: user1559,Tasmania,0
9363,user1571,PC-490,7045,Scheduled task created. Name: group by user1571,Victoria,0
9366,user1517,PC-817,7045,A service was installed in the system. Service: design by user1517,Western Australia,0
9369,user1093,PC-848,4625,An account was locked out. User: user1093,Western Australia,0
9382,user1816,PC-883,4625,A service was installed in the system. Service: remember by user1816,New South Wales,0
9387,user1208,PC-539,7045,Scheduled task created. Name: movie by user1208,Western Australia,0
9388,user1671,PC-474,7045,A service was installed in the system. Service: relate by user1671,South Australia,0
9390,user1343,PC-680,1116,Scheduled task created. Name: out by user1343,ACT,0
9391,user1632,PC-167,4697,A logon attempt was made using explicit credentials. User: user1632,Queensland,0
9395,user1678,PC-725,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-725,Tasmania,0
9399,user1081,PC-327,4625,A logon attempt was made using explicit credentials. User: user1081,Queensland,0
9402,user1215,PC-829,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-829,South Australia,0
9407,user1133,PC-636,4698,Scheduled task created. Name: either by user1133,Northern Territory,0
9409,user1857,PC-123,4625,A logon attempt was made using explicit credentials. User: user1857,Queensland,0
9411,user1155,PC-118,4697,An account was successfully logged on. User: user1155 from PC-118,Victoria,0
9415,user1771,PC-395,4697,A logon attempt was made using explicit credentials. User: user1771,Western Australia,0
9422,user1253,PC-896,4698,A service was installed in the system. Service: card by user1253,ACT,0
9424,user1176,PC-354,4625,An account was locked out. User: user1176,Queensland,0
9428,user1468,PC-492,4698,A service was installed in the system. Service: candidate by user1468,Queensland,0
9430,user1692,PC-464,4697,A service was installed in the system. Service: physical by user1692,New South Wales,0
9431,user1968,PC-830,4697,An account was successfully logged on. User: user1968 from PC-830,Queensland,0
9439,user1826,PC-970,7045,Scheduled task created. Name: this by user1826,South Australia,0
9441,user1651,PC-702,4698,A service was installed in the system. Service: least by user1651,Northern Territory,0
9446,user1247,PC-697,1116,An account was locked out. User: user1247,Queensland,0
9464,user1238,PC-209,4698,A logon attempt was made using explicit credentials. User: user1238,Western Australia,0
9480,user1356,PC-839,4697,A service was installed in the system. Service: anyone by user1356,Northern Territory,0
9482,user1229,PC-171,4625,A service was installed in the system. Service: mouth by user1229,Victoria,0
9490,user1126,PC-210,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-210,South Australia,0
9498,user1149,PC-210,4697,An account was locked out. User: user1149,South Australia,0
9501,user1086,PC-315,4624,An account was locked out. User: user1086,ACT,0
9509,user1346,PC-527,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-527,Queensland,0
9514,user1134,PC-255,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-255,Victoria,0
9525,user1694,PC-900,4625,An account was successfully logged on. User: user1694 from PC-900,South Australia,0
9528,user1015,PC-325,4698,Malware alert from Defender. Detection: PUA:Win32 on PC-325,ACT,0
9537,user1551,PC-494,4625,An account was locked out. User: user1551,Tasmania,0
9544,user1973,PC-777,1116,A logon attempt was made using explicit credentials. User: user1973,Victoria,0
9548,user1612,PC-386,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-386,Queensland,0
9563,user1329,PC-348,4625,A logon attempt was made using explicit credentials. User: user1329,New South Wales,0
9564,user1645,PC-513,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-513,New South Wales,0
9566,user1629,PC-726,7045,Malware alert from Defender. Detection: Trojan:Win32 on PC-726,ACT,0
9567,user1836,PC-534,7045,A service was installed in the system. Service: they by user1836,Northern Territory,0
9569,user1696,PC-658,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-658,ACT,0
9570,user1867,PC-114,4698,An account was locked out. User: user1867,ACT,0
9571,user1954,PC-632,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-632,South Australia,0
9581,user1176,PC-406,4697,A logon attempt was made using explicit credentials. User: user1176,Queensland,0
9585,user1607,PC-253,4698,A service was installed in the system. Service: like by user1607,Northern Territory,0
9586,user1985,PC-389,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-389,ACT,0
9588,user1411,PC-951,7045,An account was locked out. User: user1411,South Australia,0
9590,user1937,PC-432,4698,A service was installed in the system. Service: factor by user1937,New South Wales,0
9605,user1708,PC-928,4697,Scheduled task created. Name: open by user1708,Victoria,0
9609,user1503,PC-661,4624,A service was installed in the system. Service: town by user1503,South Australia,0
9613,user1404,PC-856,4698,Scheduled task created. Name: term by user1404,South Australia,0
9614,user1386,PC-948,4625,An account was locked out. User: user1386,Northern Territory,0
9615,user1070,PC-320,7045,Scheduled task created. Name: structure by user1070,Tasmania,0
9622,user1679,PC-975,1116,A service was installed in the system. Service: own by user1679,South Australia,0
9623,user1889,PC-525,4624,Malware alert from Defender. Detection: Worm:Win32 on PC-525,New South Wales,0
9625,user1133,PC-415,4698,An account was locked out. User: user1133,Northern Territory,0
9627,user1054,PC-987,4697,A logon attempt was made using explicit credentials. User: user1054,Western Australia,0
9632,user1930,PC-847,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-847,Tasmania,0
9637,user1617,PC-366,4624,Scheduled task created. Name: life by user1617,Queensland,0
9642,user1467,PC-423,4625,An account was locked out. User: user1467,Tasmania,0
9643,user1325,PC-465,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-465,South Australia,0
9646,user1971,PC-330,4624,Malware alert from Defender. Detection: Trojan:Win32 on PC-330,ACT,0
9647,user1619,PC-521,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-521,South Australia,0
9648,user1153,PC-298,4624,A service was installed in the system. Service: couple by user1153,Tasmania,0
9649,user1037,PC-300,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-300,New South Wales,0
9654,user1477,PC-261,1116,An account was successfully logged on. User: user1477 from PC-261,South Australia,0
9664,user1049,PC-547,4624,An account was locked out. User: user1049,ACT,0
9668,user1815,PC-911,4698,A logon attempt was made using explicit credentials. User: user1815,South Australia,0
9672,user1222,PC-610,4698,An account was successfully logged on. User: user1222 from PC-610,Western Australia,0
9678,user1385,PC-921,1116,Scheduled task created. Name: indeed by user1385,South Australia,0
9684,user1185,PC-974,4625,Scheduled task created. Name: impact by user1185,ACT,0
9686,user1382,PC-869,7045,Scheduled task created. Name: son by user1382,Tasmania,0
9688,user1012,PC-799,4697,Malware alert from Defender. Detection: Worm:Win32 on PC-799,Victoria,0
9690,user1297,PC-218,4624,Malware alert from Defender. Detection: PUA:Win32 on PC-218,Tasmania,0
9696,user1711,PC-692,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-692,ACT,0
9697,user1898,PC-948,1116,A logon attempt was made using explicit credentials. User: user1898,Queensland,0
9704,user1713,PC-128,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-128,Queensland,0
9706,user1433,PC-180,7045,Scheduled task created. Name: beautiful by user1433,New South Wales,0
9707,user1949,PC-499,4625,A service was installed in the system. Service: explain by user1949,ACT,0
9708,user1417,PC-518,4698,An account was locked out. User: user1417,Western Australia,0
9709,user1027,PC-459,7045,Scheduled task created. Name: during by user1027,Tasmania,0
9710,user1219,PC-905,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-905,Victoria,0
9711,user1422,PC-873,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-873,ACT,0
9714,user1290,PC-569,7045,An account was successfully logged on. User: user1290 from PC-569,Victoria,0
9715,user1333,PC-392,4698,An account was successfully logged on. User: user1333 from PC-392,South Australia,0
9716,user1256,PC-175,4697,An account was successfully logged on. User: user1256 from PC-175,New South Wales,0
9717,user1497,PC-932,1116,Malware alert from Defender. Detection: Worm:Win32 on PC-932,Northern Territory,0
9725,user1207,PC-134,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-134,ACT,0
9726,user1842,PC-701,4625,Malware alert from Defender. Detection: Trojan:Win32 on PC-701,Victoria,0
9727,user1325,PC-171,7045,A logon attempt was made using explicit credentials. User: user1325,South Australia,0
9729,user1772,PC-740,4625,A service was installed in the system. Service: pattern by user1772,Victoria,0
9742,user1666,PC-373,1116,Malware alert from Defender. Detection: Trojan:Win32 on PC-373,South Australia,0
9747,user1616,PC-757,4625,Malware alert from Defender. Detection: Worm:Win32 on PC-757,Western Australia,0
9748,user1716,PC-935,4625,An account was locked out. User: user1716,Victoria,0
9749,user1391,PC-728,4698,A service was installed in the system. Service: rule by user1391,Victoria,0
9754,user1091,PC-698,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-698,Queensland,0
9758,user1857,PC-511,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-511,Queensland,0
9760,user1963,PC-356,4625,An account was locked out. User: user1963,Queensland,0
9761,user1146,PC-273,1116,An account was successfully logged on. User: user1146 from PC-273,Northern Territory,0
9764,user1031,PC-895,4625,A logon attempt was made using explicit credentials. User: user1031,South Australia,0
9773,user1417,PC-827,4698,A service was installed in the system. Service: name by user1417,Western Australia,0
9774,user1294,PC-899,1116,A service was installed in the system. Service: relationship by user1294,Northern Territory,0
9779,user1833,PC-938,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-938,Western Australia,0
9782,user1921,PC-331,4625,Scheduled task created. Name: boy by user1921,South Australia,0
9784,user1677,PC-657,4698,Malware alert from Defender. Detection: Worm:Win32 on PC-657,Tasmania,0
9785,user1633,PC-406,1116,A logon attempt was made using explicit credentials. User: user1633,ACT,0
9792,user1883,PC-213,1116,Scheduled task created. Name: Republican by user1883,Queensland,0
9793,user1619,PC-766,4697,Malware alert from Defender. Detection: PUA:Win32 on PC-766,South Australia,0
9798,user1530,PC-867,1116,A service was installed in the system. Service: day by user1530,Tasmania,0
9803,user1438,PC-741,4625,An account was locked out. User: user1438,Northern Territory,0
9804,user1265,PC-629,7045,Scheduled task created. Name: might by user1265,Western Australia,0
9807,user1369,PC-400,4625,Malware alert from Defender. Detection: PUA:Win32 on PC-400,Queensland,0
9813,user1153,PC-573,1116,An account was successfully logged on. User: user1153 from PC-573,Tasmania,0
9815,user1214,PC-866,4625,An account was successfully logged on. User: user1214 from PC-866,Western Australia,0
9820,user1592,PC-635,4698,An account was successfully logged on. User: user1592 from PC-635,Northern Territory,0
9825,user1420,PC-593,4697,Malware alert from Defender. Detection: Trojan:Win32 on PC-593,South Australia,0
