id,data_subject_id,proto,service,flag,src_bytes,dst_bytes,text,label,region
8756,flow-008755,tcp,ssl,REJ,331,1102,tcp ssl REJ 331->1102 normal,normal,ACT
8757,flow-008756,tcp,ssh,SF,779,1436,tcp ssh SF 779->1436 normal,normal,Western Australia
8758,flow-008757,tcp,other,REJ,885,944,tcp other REJ 885->944 attack,attack,ACT
8759,flow-008758,tcp,dns,RSTR,11,1458,tcp dns RSTR 11->1458 normal,normal,New South Wales
8760,flow-008759,tcp,smtp,RSTR,1213,346,tcp smtp RSTR 1213->346 attack,attack,Tasmania
8761,flow-008760,icmp,ssl,S0,693,845,icmp ssl S0 693->845 normal,normal,Victoria
8762,flow-008761,udp,http,REJ,1032,210,udp http REJ 1032->210 attack,attack,ACT
8763,flow-008762,icmp,dns,S1,1066,173,icmp dns S1 1066->173 normal,normal,New South Wales
8764,flow-008763,tcp,other,S1,220,1785,tcp other S1 220->1785 normal,normal,ACT
8765,flow-008764,udp,ssh,RSTR,1008,926,udp ssh RSTR 1008->926 normal,normal,ACT
8766,flow-008765,icmp,other,RSTO,865,552,icmp other RSTO 865->552 normal,normal,ACT
8767,flow-008766,icmp,http,SF,952,1042,icmp http SF 952->1042 normal,normal,South Australia
8768,flow-008767,icmp,dns,REJ,123,343,icmp dns REJ 123->343 normal,normal,Victoria
8769,flow-008768,icmp,ssl,S1,864,832,icmp ssl S1 864->832 normal,normal,ACT
8770,flow-008769,icmp,smtp,REJ,431,889,icmp smtp REJ 431->889 normal,normal,Western Australia
8771,flow-008770,udp,ftp,SF,1000,956,udp ftp SF 1000->956 normal,normal,Western Australia
8772,flow-008771,tcp,ftp,RSTR,878,137,tcp ftp RSTR 878->137 normal,normal,New South Wales
8773,flow-008772,udp,ssh,RSTO,391,285,udp ssh RSTO 391->285 normal,normal,Tasmania
8774,flow-008773,udp,smtp,S0,612,1054,udp smtp S0 612->1054 normal,normal,Victoria
8775,flow-008774,udp,ftp,S0,808,477,udp ftp S0 808->477 normal,normal,Victoria
8776,flow-008775,icmp,dns,RSTO,265,542,icmp dns RSTO 265->542 normal,normal,Victoria
8777,flow-008776,udp,ssh,RSTR,631,58,udp ssh RSTR 631->58 normal,normal,Northern Territory
8778,flow-008777,udp,dns,S1,948,180,udp dns S1 948->180 normal,normal,ACT
8779,flow-008778,icmp,ssl,REJ,281,1071,icmp ssl REJ 281->1071 attack,attack,ACT
8780,flow-008779,tcp,ftp,RSTR,862,238,tcp ftp RSTR 862->238 normal,normal,South Australia
8781,flow-008780,udp,ssl,SF,885,290,udp ssl SF 885->290 attack,attack,New South Wales
8782,flow-008781,tcp,ssl,RSTR,731,390,tcp ssl RSTR 731->390 normal,normal,Northern Territory
8783,flow-008782,udp,ssl,RSTR,789,1686,udp ssl RSTR 789->1686 normal,normal,New South Wales
8784,flow-008783,tcp,dns,SF,771,1164,tcp dns SF 771->1164 normal,normal,New South Wales
8785,flow-008784,icmp,dns,S1,1077,354,icmp dns S1 1077->354 normal,normal,ACT
8786,flow-008785,tcp,ftp,S1,1219,993,tcp ftp S1 1219->993 normal,normal,ACT
8787,flow-008786,udp,ssl,S1,24,694,udp ssl S1 24->694 normal,normal,ACT
8788,flow-008787,udp,other,S1,625,537,udp other S1 625->537 normal,normal,New South Wales
8789,flow-008788,tcp,smtp,RSTR,839,120,tcp smtp RSTR 839->120 normal,normal,ACT
8790,flow-008789,udp,other,S1,1082,891,udp other S1 1082->891 normal,normal,Victoria
8791,flow-008790,udp,smtp,RSTR,549,1349,udp smtp RSTR 549->1349 normal,normal,Northern Territory
8792,flow-008791,udp,dns,RSTR,193,336,udp dns RSTR 193->336 normal,normal,South Australia
8793,flow-008792,tcp,ssh,RSTO,957,1126,tcp ssh RSTO 957->1126 normal,normal,Victoria
8794,flow-008793,udp,dns,REJ,72,1067,udp dns REJ 72->1067 attack,attack,South Australia
8795,flow-008794,icmp,ftp,S0,483,1056,icmp ftp S0 483->1056 normal,normal,ACT
8796,flow-008795,udp,other,S1,848,240,udp other S1 848->240 normal,normal,Western Australia
8797,flow-008796,tcp,ftp,SF,1237,671,tcp ftp SF 1237->671 attack,attack,Tasmania
8798,flow-008797,icmp,smtp,S0,588,1581,icmp smtp S0 588->1581 normal,normal,Tasmania
8799,flow-008798,icmp,ssl,REJ,764,233,icmp ssl REJ 764->233 normal,normal,ACT
8800,flow-008799,udp,dns,RSTO,898,823,udp dns RSTO 898->823 normal,normal,Tasmania
8801,flow-008800,tcp,ftp,REJ,911,1121,tcp ftp REJ 911->1121 normal,normal,Western Australia
8802,flow-008801,tcp,dns,RSTO,234,1340,tcp dns RSTO 234->1340 normal,normal,South Australia
8803,flow-008802,udp,other,RSTO,338,333,udp other RSTO 338->333 normal,normal,Queensland
8804,flow-008803,udp,ssh,REJ,300,1657,udp ssh REJ 300->1657 normal,normal,Tasmania
8805,flow-008804,icmp,ssh,S0,219,100,icmp ssh S0 219->100 normal,normal,ACT
8806,flow-008805,tcp,ssl,S1,391,126,tcp ssl S1 391->126 normal,normal,South Australia
8807,flow-008806,udp,ftp,RSTO,391,1430,udp ftp RSTO 391->1430 normal,normal,New South Wales
8808,flow-008807,udp,ftp,REJ,1729,1039,udp ftp REJ 1729->1039 attack,attack,Queensland
8809,flow-008808,udp,dns,S1,1451,1134,udp dns S1 1451->1134 normal,normal,Western Australia
8810,flow-008809,udp,dns,S1,184,696,udp dns S1 184->696 normal,normal,New South Wales
8811,flow-008810,udp,smtp,SF,1329,106,udp smtp SF 1329->106 normal,normal,South Australia
8812,flow-008811,tcp,http,RSTO,12,220,tcp http RSTO 12->220 attack,attack,Victoria
8813,flow-008812,tcp,ssh,SF,70,276,tcp ssh SF 70->276 normal,normal,Tasmania
8814,flow-008813,icmp,ssh,S1,497,1155,icmp ssh S1 497->1155 attack,attack,Northern Territory
8815,flow-008814,tcp,other,S0,631,277,tcp other S0 631->277 normal,normal,South Australia
8816,flow-008815,tcp,dns,S0,75,139,tcp dns S0 75->139 normal,normal,Western Australia
8817,flow-008816,tcp,http,S0,994,566,tcp http S0 994->566 normal,normal,Victoria
8818,flow-008817,icmp,smtp,REJ,1819,85,icmp smtp REJ 1819->85 normal,normal,Victoria
8819,flow-008818,udp,other,SF,650,1771,udp other SF 650->1771 attack,attack,Victoria
8820,flow-008819,tcp,smtp,SF,162,591,tcp smtp SF 162->591 normal,normal,Victoria
8821,flow-008820,udp,dns,RSTO,316,1642,udp dns RSTO 316->1642 normal,normal,Northern Territory
8822,flow-008821,tcp,ssl,S0,950,371,tcp ssl S0 950->371 normal,normal,Victoria
8823,flow-008822,udp,smtp,RSTO,1218,964,udp smtp RSTO 1218->964 normal,normal,ACT
8824,flow-008823,icmp,ssh,S1,377,382,icmp ssh S1 377->382 normal,normal,Queensland
8825,flow-008824,icmp,other,REJ,484,279,icmp other REJ 484->279 normal,normal,New South Wales
8826,flow-008825,tcp,ftp,RSTO,34,1008,tcp ftp RSTO 34->1008 normal,normal,Western Australia
8827,flow-008826,icmp,ssl,RSTR,1284,876,icmp ssl RSTR 1284->876 normal,normal,New South Wales
8828,flow-008827,udp,ssh,SF,155,86,udp ssh SF 155->86 normal,normal,South Australia
8829,flow-008828,icmp,ssh,REJ,379,992,icmp ssh REJ 379->992 normal,normal,Western Australia
8830,flow-008829,tcp,ssl,S0,190,1671,tcp ssl S0 190->1671 attack,attack,New South Wales
8831,flow-008830,icmp,smtp,S1,488,346,icmp smtp S1 488->346 normal,normal,South Australia
8832,flow-008831,icmp,smtp,RSTR,949,855,icmp smtp RSTR 949->855 normal,normal,Tasmania
8833,flow-008832,tcp,other,RSTO,1458,715,tcp other RSTO 1458->715 normal,normal,Western Australia
8834,flow-008833,udp,ssh,S1,1116,322,udp ssh S1 1116->322 normal,normal,New South Wales
8835,flow-008834,icmp,dns,REJ,202,822,icmp dns REJ 202->822 normal,normal,ACT
8836,flow-008835,tcp,http,S1,420,1026,tcp http S1 420->1026 normal,normal,Tasmania
8837,flow-008836,icmp,other,RSTR,231,1123,icmp other RSTR 231->1123 normal,normal,Queensland
8838,flow-008837,icmp,ssh,RSTR,1083,118,icmp ssh RSTR 1083->118 normal,normal,ACT
8839,flow-008838,tcp,other,RSTR,193,1067,tcp other RSTR 193->1067 normal,normal,Northern Territory
8840,flow-008839,icmp,http,RSTO,1021,645,icmp http RSTO 1021->645 normal,normal,ACT
8841,flow-008840,tcp,ssl,RSTO,1956,482,tcp ssl RSTO 1956->482 normal,normal,Northern Territory
8842,flow-008841,udp,http,RSTO,863,460,udp http RSTO 863->460 normal,normal,Western Australia
8843,flow-008842,icmp,dns,S1,1045,1610,icmp dns S1 1045->1610 normal,normal,Western Australia
8844,flow-008843,tcp,ftp,REJ,691,351,tcp ftp REJ 691->351 normal,normal,Tasmania
8845,flow-008844,udp,smtp,SF,786,552,udp smtp SF 786->552 attack,attack,South Australia
8846,flow-008845,udp,other,S0,1225,392,udp other S0 1225->392 normal,normal,Queensland
8847,flow-008846,icmp,smtp,REJ,600,520,icmp smtp REJ 600->520 normal,normal,Queensland
8848,flow-008847,tcp,http,REJ,1875,447,tcp http REJ 1875->447 attack,attack,Queensland
8849,flow-008848,tcp,http,REJ,1368,317,tcp http REJ 1368->317 normal,normal,Northern Territory
8850,flow-008849,tcp,smtp,SF,1590,110,tcp smtp SF 1590->110 normal,normal,Northern Territory
8851,flow-008850,udp,ssh,S0,85,1102,udp ssh S0 85->1102 normal,normal,Northern Territory
8852,flow-008851,udp,ssh,RSTO,736,497,udp ssh RSTO 736->497 normal,normal,Queensland
8853,flow-008852,icmp,other,SF,925,1941,icmp other SF 925->1941 normal,normal,Queensland
8854,flow-008853,udp,http,S1,1025,800,udp http S1 1025->800 normal,normal,ACT
8855,flow-008854,icmp,http,REJ,1595,1052,icmp http REJ 1595->1052 normal,normal,South Australia
8856,flow-008855,icmp,other,S1,675,245,icmp other S1 675->245 normal,normal,ACT
8857,flow-008856,udp,ssl,RSTR,781,1582,udp ssl RSTR 781->1582 normal,normal,Northern Territory
8858,flow-008857,tcp,ssl,S0,1010,1001,tcp ssl S0 1010->1001 normal,normal,Tasmania
8859,flow-008858,tcp,ftp,RSTO,832,575,tcp ftp RSTO 832->575 normal,normal,ACT
8860,flow-008859,tcp,smtp,SF,346,911,tcp smtp SF 346->911 attack,attack,Western Australia
8861,flow-008860,tcp,ssh,SF,381,417,tcp ssh SF 381->417 attack,attack,Northern Territory
8862,flow-008861,icmp,ssl,REJ,817,314,icmp ssl REJ 817->314 normal,normal,Victoria
8863,flow-008862,udp,http,S0,395,265,udp http S0 395->265 attack,attack,Queensland
8864,flow-008863,udp,http,S0,1016,1065,udp http S0 1016->1065 attack,attack,Victoria
8865,flow-008864,icmp,ssh,SF,349,1296,icmp ssh SF 349->1296 normal,normal,Victoria
8866,flow-008865,icmp,smtp,RSTO,671,61,icmp smtp RSTO 671->61 normal,normal,Tasmania
8867,flow-008866,udp,ftp,REJ,865,109,udp ftp REJ 865->109 normal,normal,Northern Territory
8868,flow-008867,icmp,ssh,SF,1340,851,icmp ssh SF 1340->851 normal,normal,South Australia
8869,flow-008868,tcp,smtp,RSTR,662,1327,tcp smtp RSTR 662->1327 normal,normal,Tasmania
8870,flow-008869,udp,http,REJ,175,463,udp http REJ 175->463 normal,normal,Tasmania
8871,flow-008870,icmp,http,REJ,110,53,icmp http REJ 110->53 normal,normal,New South Wales
8872,flow-008871,icmp,ssl,S1,159,526,icmp ssl S1 159->526 attack,attack,South Australia
8873,flow-008872,udp,smtp,REJ,1341,1135,udp smtp REJ 1341->1135 normal,normal,Western Australia
8874,flow-008873,udp,ssl,S0,923,12,udp ssl S0 923->12 normal,normal,ACT
8875,flow-008874,tcp,smtp,REJ,899,1556,tcp smtp REJ 899->1556 attack,attack,Queensland
8876,flow-008875,udp,ssh,SF,404,1206,udp ssh SF 404->1206 attack,attack,Victoria
8877,flow-008876,tcp,http,S0,597,1203,tcp http S0 597->1203 normal,normal,New South Wales
8878,flow-008877,udp,smtp,RSTO,945,1604,udp smtp RSTO 945->1604 normal,normal,New South Wales
8879,flow-008878,tcp,ftp,SF,171,960,tcp ftp SF 171->960 normal,normal,New South Wales
8880,flow-008879,tcp,http,SF,452,432,tcp http SF 452->432 normal,normal,ACT
8881,flow-008880,udp,ssl,S1,568,1627,udp ssl S1 568->1627 normal,normal,South Australia
8882,flow-008881,udp,ssl,S1,894,365,udp ssl S1 894->365 normal,normal,Northern Territory
8883,flow-008882,tcp,ssh,S0,459,216,tcp ssh S0 459->216 normal,normal,Western Australia
8884,flow-008883,icmp,ssh,S1,971,472,icmp ssh S1 971->472 normal,normal,Northern Territory
8885,flow-008884,icmp,http,RSTR,566,254,icmp http RSTR 566->254 attack,attack,New South Wales
8886,flow-008885,udp,ftp,S0,1838,1233,udp ftp S0 1838->1233 attack,attack,Tasmania
8887,flow-008886,tcp,other,S0,509,444,tcp other S0 509->444 normal,normal,New South Wales
8888,flow-008887,udp,other,SF,1120,847,udp other SF 1120->847 attack,attack,ACT
8889,flow-008888,icmp,other,RSTR,287,4,icmp other RSTR 287->4 normal,normal,Northern Territory
8890,flow-008889,udp,dns,REJ,696,947,udp dns REJ 696->947 normal,normal,South Australia
8891,flow-008890,udp,ssl,S1,538,378,udp ssl S1 538->378 attack,attack,Victoria
8892,flow-008891,udp,ssl,REJ,229,405,udp ssl REJ 229->405 normal,normal,South Australia
8893,flow-008892,tcp,other,SF,1021,1216,tcp other SF 1021->1216 normal,normal,ACT
8894,flow-008893,icmp,ssl,REJ,833,1000,icmp ssl REJ 833->1000 normal,normal,Tasmania
8895,flow-008894,icmp,http,REJ,480,403,icmp http REJ 480->403 attack,attack,Victoria
8896,flow-008895,tcp,http,RSTR,364,56,tcp http RSTR 364->56 normal,normal,Queensland
8897,flow-008896,udp,ftp,S0,585,384,udp ftp S0 585->384 normal,normal,New South Wales
8898,flow-008897,icmp,ssh,S0,911,945,icmp ssh S0 911->945 normal,normal,Queensland
8899,flow-008898,tcp,smtp,REJ,402,1204,tcp smtp REJ 402->1204 normal,normal,ACT
8900,flow-008899,tcp,ssh,REJ,324,267,tcp ssh REJ 324->267 normal,normal,New South Wales
8901,flow-008900,tcp,http,S1,569,1064,tcp http S1 569->1064 attack,attack,Tasmania
8902,flow-008901,icmp,other,RSTR,274,1400,icmp other RSTR 274->1400 normal,normal,Western Australia
8903,flow-008902,icmp,ftp,SF,33,581,icmp ftp SF 33->581 attack,attack,Queensland
8904,flow-008903,udp,other,S0,134,1420,udp other S0 134->1420 normal,normal,Victoria
8905,flow-008904,udp,other,RSTR,1055,44,udp other RSTR 1055->44 normal,normal,ACT
8906,flow-008905,icmp,dns,REJ,1028,1040,icmp dns REJ 1028->1040 normal,normal,South Australia
8907,flow-008906,udp,ssl,SF,606,784,udp ssl SF 606->784 normal,normal,ACT
8908,flow-008907,tcp,ssh,S0,846,649,tcp ssh S0 846->649 normal,normal,South Australia
8909,flow-008908,udp,smtp,S0,1335,154,udp smtp S0 1335->154 normal,normal,Victoria
8910,flow-008909,icmp,smtp,SF,1078,1351,icmp smtp SF 1078->1351 normal,normal,ACT
8911,flow-008910,tcp,smtp,RSTO,1379,755,tcp smtp RSTO 1379->755 attack,attack,ACT
8912,flow-008911,icmp,ssh,RSTO,413,470,icmp ssh RSTO 413->470 normal,normal,Queensland
8913,flow-008912,udp,http,RSTO,535,1174,udp http RSTO 535->1174 normal,normal,Western Australia
8914,flow-008913,icmp,dns,REJ,1374,444,icmp dns REJ 1374->444 normal,normal,Tasmania
8915,flow-008914,tcp,dns,RSTR,99,257,tcp dns RSTR 99->257 attack,attack,New South Wales
8916,flow-008915,tcp,ssh,REJ,756,1133,tcp ssh REJ 756->1133 attack,attack,Victoria
8917,flow-008916,udp,ftp,S0,770,932,udp ftp S0 770->932 attack,attack,Northern Territory
8918,flow-008917,icmp,ftp,S0,593,597,icmp ftp S0 593->597 normal,normal,Queensland
8919,flow-008918,icmp,http,S1,27,1032,icmp http S1 27->1032 normal,normal,ACT
8920,flow-008919,icmp,http,REJ,817,307,icmp http REJ 817->307 normal,normal,South Australia
8921,flow-008920,icmp,other,SF,568,1035,icmp other SF 568->1035 normal,normal,Northern Territory
8922,flow-008921,udp,other,S1,1266,10,udp other S1 1266->10 normal,normal,Tasmania
8923,flow-008922,tcp,ssh,SF,294,1012,tcp ssh SF 294->1012 normal,normal,ACT
8924,flow-008923,tcp,http,SF,702,1057,tcp http SF 702->1057 normal,normal,Northern Territory
8925,flow-008924,icmp,other,S1,1124,1072,icmp other S1 1124->1072 normal,normal,Northern Territory
8926,flow-008925,icmp,dns,RSTR,401,1022,icmp dns RSTR 401->1022 normal,normal,Western Australia
8927,flow-008926,tcp,http,S1,703,1490,tcp http S1 703->1490 normal,normal,Tasmania
8928,flow-008927,udp,ftp,REJ,296,1625,udp ftp REJ 296->1625 normal,normal,Tasmania
8929,flow-008928,icmp,http,REJ,387,941,icmp http REJ 387->941 normal,normal,New South Wales
8930,flow-008929,udp,dns,RSTO,169,179,udp dns RSTO 169->179 normal,normal,ACT
8931,flow-008930,udp,ssl,RSTO,414,282,udp ssl RSTO 414->282 attack,attack,New South Wales
8932,flow-008931,tcp,dns,RSTR,875,1409,tcp dns RSTR 875->1409 attack,attack,Tasmania
8933,flow-008932,icmp,http,SF,134,278,icmp http SF 134->278 normal,normal,Western Australia
8934,flow-008933,tcp,smtp,RSTO,1153,1196,tcp smtp RSTO 1153->1196 normal,normal,South Australia
8935,flow-008934,udp,ssl,S1,505,822,udp ssl S1 505->822 normal,normal,ACT
8936,flow-008935,udp,smtp,S0,1473,1820,udp smtp S0 1473->1820 normal,normal,ACT
8937,flow-008936,udp,dns,SF,654,137,udp dns SF 654->137 normal,normal,South Australia
8938,flow-008937,tcp,ftp,SF,317,272,tcp ftp SF 317->272 normal,normal,ACT
8939,flow-008938,icmp,dns,RSTO,756,1528,icmp dns RSTO 756->1528 normal,normal,Northern Territory
8940,flow-008939,icmp,http,REJ,415,1454,icmp http REJ 415->1454 normal,normal,Western Australia
8941,flow-008940,icmp,other,RSTO,714,628,icmp other RSTO 714->628 normal,normal,Tasmania
8942,flow-008941,icmp,ftp,RSTR,1067,701,icmp ftp RSTR 1067->701 normal,normal,Queensland
8943,flow-008942,udp,http,SF,294,977,udp http SF 294->977 normal,normal,South Australia
8944,flow-008943,icmp,smtp,RSTR,437,162,icmp smtp RSTR 437->162 attack,attack,Tasmania
8945,flow-008944,tcp,ssl,SF,851,236,tcp ssl SF 851->236 normal,normal,Western Australia
8946,flow-008945,icmp,http,SF,30,1961,icmp http SF 30->1961 normal,normal,South Australia
8947,flow-008946,tcp,ssl,REJ,1174,148,tcp ssl REJ 1174->148 normal,normal,Tasmania
8948,flow-008947,icmp,smtp,SF,474,1100,icmp smtp SF 474->1100 attack,attack,Northern Territory
8949,flow-008948,udp,dns,S1,591,371,udp dns S1 591->371 normal,normal,Queensland
8950,flow-008949,icmp,smtp,REJ,865,1538,icmp smtp REJ 865->1538 normal,normal,Queensland
8951,flow-008950,udp,ftp,REJ,1213,262,udp ftp REJ 1213->262 normal,normal,ACT
8952,flow-008951,udp,other,SF,1249,343,udp other SF 1249->343 normal,normal,Tasmania
8953,flow-008952,udp,http,REJ,1020,2183,udp http REJ 1020->2183 normal,normal,South Australia
8954,flow-008953,icmp,http,S0,1113,1646,icmp http S0 1113->1646 normal,normal,Tasmania
8955,flow-008954,icmp,dns,RSTR,1209,57,icmp dns RSTR 1209->57 attack,attack,Western Australia
8956,flow-008955,tcp,ssl,S1,452,684,tcp ssl S1 452->684 normal,normal,Queensland
8957,flow-008956,udp,smtp,REJ,921,1017,udp smtp REJ 921->1017 attack,attack,Northern Territory
8958,flow-008957,tcp,ssh,S1,688,425,tcp ssh S1 688->425 normal,normal,ACT
8959,flow-008958,tcp,dns,RSTR,624,310,tcp dns RSTR 624->310 normal,normal,Tasmania
8960,flow-008959,icmp,smtp,RSTO,1083,737,icmp smtp RSTO 1083->737 attack,attack,New South Wales
8961,flow-008960,tcp,smtp,S1,519,999,tcp smtp S1 519->999 normal,normal,Western Australia
8962,flow-008961,icmp,ftp,RSTO,31,600,icmp ftp RSTO 31->600 normal,normal,Queensland
8963,flow-008962,udp,ssl,S0,555,716,udp ssl S0 555->716 normal,normal,Queensland
8964,flow-008963,udp,http,REJ,1067,336,udp http REJ 1067->336 normal,normal,Tasmania
8965,flow-008964,tcp,ftp,RSTR,725,487,tcp ftp RSTR 725->487 normal,normal,Northern Territory
8966,flow-008965,udp,smtp,RSTO,221,1288,udp smtp RSTO 221->1288 attack,attack,Northern Territory
8967,flow-008966,udp,dns,RSTR,737,1525,udp dns RSTR 737->1525 normal,normal,ACT
8968,flow-008967,udp,ftp,REJ,324,313,udp ftp REJ 324->313 attack,attack,South Australia
8969,flow-008968,tcp,smtp,REJ,780,204,tcp smtp REJ 780->204 normal,normal,New South Wales
8970,flow-008969,udp,ssl,SF,116,273,udp ssl SF 116->273 attack,attack,ACT
8971,flow-008970,icmp,other,S1,1532,659,icmp other S1 1532->659 attack,attack,Western Australia
8972,flow-008971,tcp,dns,SF,246,599,tcp dns SF 246->599 normal,normal,South Australia
8973,flow-008972,icmp,ssh,S1,824,786,icmp ssh S1 824->786 normal,normal,Tasmania
8974,flow-008973,udp,ssl,S0,1064,239,udp ssl S0 1064->239 normal,normal,Western Australia
8975,flow-008974,udp,smtp,RSTR,659,533,udp smtp RSTR 659->533 normal,normal,Northern Territory
8976,flow-008975,icmp,other,RSTO,936,10,icmp other RSTO 936->10 normal,normal,Tasmania
8977,flow-008976,udp,other,SF,1369,788,udp other SF 1369->788 normal,normal,Tasmania
8978,flow-008977,icmp,other,REJ,529,391,icmp other REJ 529->391 normal,normal,Western Australia
8979,flow-008978,udp,ssh,RSTR,1238,1099,udp ssh RSTR 1238->1099 attack,attack,Tasmania
8980,flow-008979,icmp,ssh,RSTR,372,958,icmp ssh RSTR 372->958 attack,attack,Victoria
8981,flow-008980,udp,smtp,REJ,302,1822,udp smtp REJ 302->1822 attack,attack,Northern Territory
8982,flow-008981,icmp,ftp,SF,243,540,icmp ftp SF 243->540 normal,normal,New South Wales
8983,flow-008982,icmp,http,RSTO,179,1106,icmp http RSTO 179->1106 normal,normal,Victoria
8984,flow-008983,udp,smtp,S1,770,645,udp smtp S1 770->645 normal,normal,Victoria
8985,flow-008984,icmp,ftp,RSTO,364,962,icmp ftp RSTO 364->962 normal,normal,New South Wales
8986,flow-008985,icmp,ftp,REJ,1534,335,icmp ftp REJ 1534->335 normal,normal,Western Australia
8987,flow-008986,tcp,http,REJ,701,1041,tcp http REJ 701->1041 normal,normal,Victoria
8988,flow-008987,icmp,ftp,S0,776,417,icmp ftp S0 776->417 normal,normal,Queensland
8989,flow-008988,icmp,ssh,RSTR,675,206,icmp ssh RSTR 675->206 normal,normal,ACT
8990,flow-008989,tcp,other,REJ,735,1238,tcp other REJ 735->1238 normal,normal,South Australia
8991,flow-008990,icmp,http,SF,609,666,icmp http SF 609->666 normal,normal,Northern Territory
8992,flow-008991,icmp,dns,S1,527,267,icmp dns S1 527->267 normal,normal,Queensland
8993,flow-008992,icmp,ftp,RSTO,563,1195,icmp ftp RSTO 563->1195 attack,attack,Western Australia
8994,flow-008993,icmp,other,SF,533,1833,icmp other SF 533->1833 attack,attack,Queensland
8995,flow-008994,icmp,dns,REJ,409,51,icmp dns REJ 409->51 normal,normal,Tasmania
8996,flow-008995,tcp,other,RSTO,1574,1037,tcp other RSTO 1574->1037 normal,normal,Victoria
8997,flow-008996,icmp,http,RSTO,499,645,icmp http RSTO 499->645 normal,normal,South Australia
8998,flow-008997,icmp,ftp,RSTO,1283,405,icmp ftp RSTO 1283->405 normal,normal,ACT
8999,flow-008998,icmp,dns,S1,1317,388,icmp dns S1 1317->388 attack,attack,Queensland
9000,flow-008999,udp,ssh,S1,123,187,udp ssh S1 123->187 normal,normal,Western Australia
9001,flow-009000,tcp,ftp,S0,625,684,tcp ftp S0 625->684 normal,normal,Tasmania
9002,flow-009001,udp,smtp,S0,789,490,udp smtp S0 789->490 normal,normal,ACT
9003,flow-009002,icmp,other,REJ,785,826,icmp other REJ 785->826 normal,normal,Tasmania
9004,flow-009003,icmp,ssh,RSTR,1034,548,icmp ssh RSTR 1034->548 attack,attack,South Australia
9005,flow-009004,icmp,ssh,SF,740,347,icmp ssh SF 740->347 attack,attack,South Australia
9006,flow-009005,tcp,dns,RSTR,611,733,tcp dns RSTR 611->733 normal,normal,Northern Territory
9007,flow-009006,icmp,http,RSTR,1124,1761,icmp http RSTR 1124->1761 normal,normal,Western Australia
9008,flow-009007,icmp,smtp,S1,864,498,icmp smtp S1 864->498 normal,normal,Victoria
9009,flow-009008,udp,ssl,REJ,428,815,udp ssl REJ 428->815 attack,attack,Northern Territory
9010,flow-009009,tcp,ftp,S0,134,983,tcp ftp S0 134->983 normal,normal,Queensland
9011,flow-009010,tcp,dns,RSTO,167,1418,tcp dns RSTO 167->1418 normal,normal,Victoria
9012,flow-009011,icmp,ssh,S1,261,1764,icmp ssh S1 261->1764 attack,attack,Victoria
9013,flow-009012,udp,ssh,S0,1432,929,udp ssh S0 1432->929 normal,normal,Northern Territory
9014,flow-009013,tcp,dns,REJ,911,557,tcp dns REJ 911->557 attack,attack,New South Wales
9015,flow-009014,tcp,other,S1,576,465,tcp other S1 576->465 normal,normal,Queensland
9016,flow-009015,udp,dns,SF,670,84,udp dns SF 670->84 normal,normal,South Australia
9017,flow-009016,tcp,ssh,S1,631,1650,tcp ssh S1 631->1650 attack,attack,Victoria
9018,flow-009017,icmp,http,S0,689,1002,icmp http S0 689->1002 normal,normal,ACT
9019,flow-009018,udp,ssl,S1,29,74,udp ssl S1 29->74 normal,normal,ACT
9020,flow-009019,tcp,ftp,S1,60,911,tcp ftp S1 60->911 normal,normal,Queensland
9021,flow-009020,icmp,ssl,RSTO,397,241,icmp ssl RSTO 397->241 normal,normal,Northern Territory
9022,flow-009021,tcp,smtp,S0,358,907,tcp smtp S0 358->907 normal,normal,Victoria
9023,flow-009022,icmp,http,RSTR,1719,498,icmp http RSTR 1719->498 normal,normal,Northern Territory
9024,flow-009023,udp,other,S0,152,32,udp other S0 152->32 normal,normal,Tasmania
9025,flow-009024,icmp,ssl,S0,8,1541,icmp ssl S0 8->1541 normal,normal,New South Wales
9026,flow-009025,udp,dns,SF,1447,6,udp dns SF 1447->6 attack,attack,Queensland
9027,flow-009026,tcp,smtp,S1,792,978,tcp smtp S1 792->978 normal,normal,Tasmania
9028,flow-009027,icmp,ftp,RSTR,1412,916,icmp ftp RSTR 1412->916 normal,normal,ACT
9029,flow-009028,udp,http,SF,96,549,udp http SF 96->549 attack,attack,ACT
9030,flow-009029,icmp,ftp,RSTO,447,823,icmp ftp RSTO 447->823 normal,normal,Victoria
9031,flow-009030,icmp,ftp,S1,1284,914,icmp ftp S1 1284->914 normal,normal,New South Wales
9032,flow-009031,udp,dns,S1,714,651,udp dns S1 714->651 normal,normal,South Australia
9033,flow-009032,tcp,ssl,S0,901,1233,tcp ssl S0 901->1233 attack,attack,New South Wales
9034,flow-009033,udp,other,RSTO,655,1026,udp other RSTO 655->1026 normal,normal,Western Australia
9035,flow-009034,icmp,smtp,S1,462,894,icmp smtp S1 462->894 normal,normal,ACT
9036,flow-009035,udp,ssl,SF,748,1330,udp ssl SF 748->1330 attack,attack,Queensland
9037,flow-009036,icmp,ssh,S1,1477,33,icmp ssh S1 1477->33 normal,normal,Western Australia
9038,flow-009037,tcp,other,S0,937,1232,tcp other S0 937->1232 attack,attack,Queensland
9039,flow-009038,icmp,dns,SF,730,155,icmp dns SF 730->155 normal,normal,Tasmania
