id,data_subject_id,src_ip,dst_ip,severity,signature,text
5470,203.242.4.104->10.51.152.229,203.242.4.104,10.51.152.229,high,Port scan,Port  scan  from  203.242.4.104  targeting  10.51.152.229
11181,143.95.111.147->172.17.97.27,143.95.111.147,172.17.97.27,critical,Exploit kit,Exploit kit from 143.95.111.147 targeting 172.17.97.27?utm_source=mail
6749,55.111.65.85->172.20.243.160,55.111.65.85,172.20.243.160,low,Port scan,Port scan from 55.111.65.85 targeting 172.20.243.160
765,160.104.197.70->172.28.131.242,160.104.197.70,172.28.131.242,medium,C2 traffic,C2 traffic from 160.104.197.70 targeting 172.28.131.242?utm_source=mail
6424,82.255.145.251->10.91.255.198,82.255.145.251,10.91.255.198,medium,C2 traffic,C2 traffic from 82.255.145.251 targeting 10.91.255.19
10986,155.47.184.17->10.177.117.141,155.47.184.17,10.177.117.141,high,Ransomware beacon,Ransomware beacon from 155.47.184.17 targeting 10.177.117.141?utm_source=mail
2852,221.101.138.255->172.17.113.165,221.101.138.255,172.17.113.165,low,Port scan,Port scan from 221.101.138.255 targeting 172.17.113.165
5438,155.114.253.191->172.28.211.174,155.114.253.191,172.28.211.174,medium,C2 traffic,C2  traffic  from  155.114.253.191  targeting  172.28.211.174
5512,184.237.105.91->172.30.250.20,184.237.105.91,172.30.250.20,low,Ransomware beacon,Ransomware beacon from 184.237.105.91 targeting 172.30.250.20
93,48.171.192.223->10.187.207.202,48.171.192.223,10.187.207.202,medium,Ransomware beacon,Ransomware  beacon  from  48.171.192.223  targeting  10.187.207.202
4856,215.67.201.176->192.168.33.226,215.67.201.176,192.168.33.226,critical,SQLi attempt,Sqli attempt from 215.67.201.176 targeting 192.168.33.226
1249,209.219.67.35->172.21.136.183,209.219.67.35,172.21.136.183,critical,Ransomware beacon,Ransomware beacon from 209.219.67.35 targeting 172.21.136.18
9878,51.15.195.62->172.20.53.94,51.15.195.62,172.20.53.94,medium,C2 traffic,C2 traffic from 51.15.195.62 targeting 172.20.53.9
2405,103.186.144.188->172.17.17.211,103.186.144.188,172.17.17.211,low,Exploit kit,Exploit kit from 103.186.144.188 targeting 172.17.17.211
932,116.169.79.26->10.156.240.58,116.169.79.26,10.156.240.58,medium,Ransomware beacon,Ransomware beacon from 116.169.79.26 targeting 10.156.240.58?utm_source=mail
6626,13.94.96.174->192.168.154.11,13.94.96.174,192.168.154.11,low,Ransomware beacon,Ransomware beacon from 13.94.96.174 targeting 192.168.154.11?utm_source=mail
2628,27.224.108.69->10.52.248.214,27.224.108.69,10.52.248.214,medium,Port scan,Port scan from 27.224.108.69 targeting 10.52.248.214
8060,34.45.8.239->172.17.67.104,34.45.8.239,172.17.67.104,critical,Ransomware beacon,Ransomware beacon from 34.45.8.239 targeting 172.17.67.104?utm_source=mail
5340,197.44.45.70->192.168.197.252,197.44.45.70,192.168.197.252,critical,Exploit kit,Exploit kit from 197.44.45.70 targeting 192.168.197.252?utm_source=mail
4578,213.118.199.84->172.21.138.238,213.118.199.84,172.21.138.238,critical,Port scan,Port scan from 213.118.199.84 targeting 172.21.138.23
5140,202.99.148.77->172.16.211.82,202.99.148.77,172.16.211.82,medium,Port scan,Port scan from 202.99.148.77 targeting 172.16.211.82?utm_source=mail
7685,183.238.94.214->172.27.138.2,183.238.94.214,172.27.138.2,critical,SQLi attempt,SQLi  attempt  from  183.238.94.214  targeting  172.27.138.2
788,72.151.218.159->172.18.20.31,72.151.218.159,172.18.20.31,critical,Ransomware beacon,Ransomware beacon from 72.151.218.159 targeting 172.18.20.3
8226,145.251.126.198->172.29.146.82,145.251.126.198,172.29.146.82,critical,Port scan,Port  scan  from  145.251.126.198  targeting  172.29.146.82
11388,42.53.152.147->10.216.238.94,42.53.152.147,10.216.238.94,medium,SQLi attempt,SQLi  attempt  from  42.53.152.147  targeting  10.216.238.94
5407,76.130.83.17->192.168.250.9,76.130.83.17,192.168.250.9,critical,SQLi attempt,SQLi attempt from 76.130.83.17 targeting 192.168.250.9?utm_source=mail
7866,201.217.57.74->192.168.106.12,201.217.57.74,192.168.106.12,low,SQLi attempt,SQLi attempt from 201.217.57.74 targeting 192.168.106.1
6886,11.244.121.131->192.168.232.157,11.244.121.131,192.168.232.157,low,Ransomware beacon,Ransomware beacon from 11.244.121.131 targeting 192.168.232.157?utm_source=mail
10058,181.140.190.56->192.168.65.170,181.140.190.56,192.168.65.170,high,Ransomware beacon,Ransomware beacon from 181.140.190.56 targeting 192.168.65.17
5086,184.32.49.11->192.168.35.215,184.32.49.11,192.168.35.215,high,Port scan,Port scan from 184.32.49.11 targeting 192.168.35.215?utm_source=mail
6098,219.216.239.52->192.168.44.142,219.216.239.52,192.168.44.142,medium,Port scan,Port scan from 219.216.239.52 targeting 192.168.44.142?utm_source=mail
1440,5.9.196.196->10.31.151.94,5.9.196.196,10.31.151.94,low,Port scan,Port scan from 5.9.196.196 targeting 10.31.151.94
4019,165.107.253.12->10.159.208.61,165.107.253.12,10.159.208.61,low,SQLi attempt,SQLi  attempt  from  165.107.253.12  targeting  10.159.208.61
5752,42.115.11.77->192.168.249.184,42.115.11.77,192.168.249.184,high,C2 traffic,C2 traffic from 42.115.11.77 targeting 192.168.249.184?utm_source=mail
11844,33.90.159.22->192.168.36.120,33.90.159.22,192.168.36.120,medium,C2 traffic,C2 traffic from 33.90.159.22 targeting 192.168.36.12
8240,112.139.15.81->192.168.88.207,112.139.15.81,192.168.88.207,medium,SQLi attempt,Sqli attempt from 112.139.15.81 targeting 192.168.88.207
785,176.216.65.89->192.168.204.126,176.216.65.89,192.168.204.126,high,Ransomware beacon,Ransomware beacon from 176.216.65.89 targeting 192.168.204.126
6669,64.109.203.10->10.165.8.156,64.109.203.10,10.165.8.156,low,Ransomware beacon,Ransomware beacon from 64.109.203.10 targeting 10.165.8.156
350,216.185.91.137->10.240.76.66,216.185.91.137,10.240.76.66,high,Port scan,Port  scan  from  216.185.91.137  targeting  10.240.76.66
10348,158.162.155.206->172.28.166.58,158.162.155.206,172.28.166.58,critical,Ransomware beacon,Ransomware  beacon  from  158.162.155.206  targeting  172.28.166.58
7914,157.103.113.11->172.31.138.20,157.103.113.11,172.31.138.20,critical,Ransomware beacon,Ransomware  beacon  from  157.103.113.11  targeting  172.31.138.20
4490,39.69.166.17->192.168.113.152,39.69.166.17,192.168.113.152,critical,SQLi attempt,SQLi attempt from 39.69.166.17 targeting 192.168.113.15
845,198.51.205.57->172.23.42.195,198.51.205.57,172.23.42.195,high,Port scan,Port scan from 198.51.205.57 targeting 172.23.42.195?utm_source=mail
5956,13.81.19.177->192.168.173.80,13.81.19.177,192.168.173.80,critical,Ransomware beacon,Ransomware beacon from 13.81.19.177 targeting 192.168.173.8
4719,55.96.211.27->192.168.85.146,55.96.211.27,192.168.85.146,low,C2 traffic,C2 traffic from 55.96.211.27 targeting 192.168.85.146
4733,215.110.237.150->192.168.114.122,215.110.237.150,192.168.114.122,high,Exploit kit,Exploit kit from 215.110.237.150 targeting 192.168.114.122?utm_source=mail
4373,131.95.31.46->172.17.76.90,131.95.31.46,172.17.76.90,low,Port scan,Port scan from 131.95.31.46 targeting 172.17.76.90
2045,150.237.249.228->10.104.222.3,150.237.249.228,10.104.222.3,critical,Exploit kit,Exploit  kit  from  150.237.249.228  targeting  10.104.222.3
6032,158.190.176.184->10.91.246.238,158.190.176.184,10.91.246.238,high,Ransomware beacon,Ransomware  beacon  from  158.190.176.184  targeting  10.91.246.238
10033,82.230.213.44->192.168.113.55,82.230.213.44,192.168.113.55,critical,C2 traffic,C2  traffic  from  82.230.213.44  targeting  192.168.113.55
2309,136.158.70.145->10.168.92.208,136.158.70.145,10.168.92.208,low,Ransomware beacon,Ransomware  beacon  from  136.158.70.145  targeting  10.168.92.208
10028,221.16.80.34->192.168.29.155,221.16.80.34,192.168.29.155,low,Exploit kit,Exploit kit from 221.16.80.34 targeting 192.168.29.155
6601,180.21.220.91->10.133.136.102,180.21.220.91,10.133.136.102,critical,C2 traffic,C2 traffic from 180.21.220.91 targeting 10.133.136.102
5595,87.68.150.139->172.18.67.108,87.68.150.139,172.18.67.108,low,Port scan,Port scan from 87.68.150.139 targeting 172.18.67.108
5883,188.11.212.189->172.29.141.52,188.11.212.189,172.29.141.52,low,Port scan,Port  scan  from  188.11.212.189  targeting  172.29.141.52
3639,54.190.175.143->172.17.179.73,54.190.175.143,172.17.179.73,medium,SQLi attempt,Sqli attempt from 54.190.175.143 targeting 172.17.179.73
11820,214.236.17.217->192.168.212.130,214.236.17.217,192.168.212.130,high,SQLi attempt,Sqli attempt from 214.236.17.217 targeting 192.168.212.130
7152,203.27.148.60->172.25.65.164,203.27.148.60,172.25.65.164,high,C2 traffic,C2 traffic from 203.27.148.60 targeting 172.25.65.16
3288,2.16.92.111->192.168.142.220,2.16.92.111,192.168.142.220,medium,SQLi attempt,Sqli attempt from 2.16.92.111 targeting 192.168.142.220
974,220.125.255.95->192.168.224.196,220.125.255.95,192.168.224.196,high,SQLi attempt,Sqli attempt from 220.125.255.95 targeting 192.168.224.196
4136,68.238.65.24->192.168.168.31,68.238.65.24,192.168.168.31,low,SQLi attempt,Sqli attempt from 68.238.65.24 targeting 192.168.168.31
1156,206.95.138.203->10.84.243.44,206.95.138.203,10.84.243.44,high,Ransomware beacon,Ransomware beacon from 206.95.138.203 targeting 10.84.243.4
3486,151.227.90.193->192.168.11.10,151.227.90.193,192.168.11.10,high,Ransomware beacon,Ransomware beacon from 151.227.90.193 targeting 192.168.11.1
11088,182.98.94.145->172.27.71.95,182.98.94.145,172.27.71.95,medium,C2 traffic,C2  traffic  from  182.98.94.145  targeting  172.27.71.95
11913,200.91.254.228->10.204.86.130,200.91.254.228,10.204.86.130,high,C2 traffic,C2 traffic from 200.91.254.228 targeting 10.204.86.130?utm_source=mail
8759,167.135.50.242->192.168.245.110,167.135.50.242,192.168.245.110,critical,Port scan,Port scan from 167.135.50.242 targeting 192.168.245.110
8566,135.128.17.108->172.28.123.101,135.128.17.108,172.28.123.101,medium,Port scan,Port  scan  from  135.128.17.108  targeting  172.28.123.101
2759,145.133.174.152->172.20.188.130,145.133.174.152,172.20.188.130,medium,Exploit kit,Exploit  kit  from  145.133.174.152  targeting  172.20.188.130
11926,90.185.129.10->172.30.51.101,90.185.129.10,172.30.51.101,low,C2 traffic,C2 traffic from 90.185.129.10 targeting 172.30.51.101?utm_source=mail
4141,198.163.65.3->10.64.175.7,198.163.65.3,10.64.175.7,critical,SQLi attempt,Sqli attempt from 198.163.65.3 targeting 10.64.175.7
11228,186.232.86.211->172.26.178.6,186.232.86.211,172.26.178.6,medium,Port scan,Port  scan  from  186.232.86.211  targeting  172.26.178.6
648,144.141.117.23->172.20.133.254,144.141.117.23,172.20.133.254,low,Port scan,Port scan from 144.141.117.23 targeting 172.20.133.254
3794,204.146.109.237->10.243.73.163,204.146.109.237,10.243.73.163,low,Port scan,Port  scan  from  204.146.109.237  targeting  10.243.73.163
6123,97.209.170.43->192.168.195.111,97.209.170.43,192.168.195.111,high,Ransomware beacon,Ransomware  beacon  from  97.209.170.43  targeting  192.168.195.111
198,213.139.225.37->10.185.151.64,213.139.225.37,10.185.151.64,medium,Port scan,Port scan from 213.139.225.37 targeting 10.185.151.6
2149,37.10.246.6->172.16.66.243,37.10.246.6,172.16.66.243,medium,Port scan,Port scan from 37.10.246.6 targeting 172.16.66.24
3253,188.66.21.221->172.20.248.40,188.66.21.221,172.20.248.40,low,Port scan,Port  scan  from  188.66.21.221  targeting  172.20.248.40
1002,115.237.152.198->172.25.175.163,115.237.152.198,172.25.175.163,medium,C2 traffic,C2 traffic from 115.237.152.198 targeting 172.25.175.16
170,81.129.59.7->172.28.20.204,81.129.59.7,172.28.20.204,low,SQLi attempt,SQLi attempt from 81.129.59.7 targeting 172.28.20.204?utm_source=mail
4126,79.165.32.157->172.17.74.135,79.165.32.157,172.17.74.135,high,C2 traffic,C2 traffic from 79.165.32.157 targeting 172.17.74.135
2331,155.133.206.169->192.168.172.183,155.133.206.169,192.168.172.183,high,Exploit kit,Exploit kit from 155.133.206.169 targeting 192.168.172.183?utm_source=mail
7933,161.2.53.83->10.239.56.161,161.2.53.83,10.239.56.161,critical,Exploit kit,Exploit kit from 161.2.53.83 targeting 10.239.56.161
2239,204.122.24.125->10.129.244.95,204.122.24.125,10.129.244.95,medium,C2 traffic,C2 traffic from 204.122.24.125 targeting 10.129.244.95
727,213.38.197.128->192.168.134.223,213.38.197.128,192.168.134.223,critical,Port scan,Port scan from 213.38.197.128 targeting 192.168.134.223
7181,45.166.72.49->192.168.189.31,45.166.72.49,192.168.189.31,high,C2 traffic,C2 traffic from 45.166.72.49 targeting 192.168.189.3
4743,193.50.12.115->192.168.212.119,193.50.12.115,192.168.212.119,high,Ransomware beacon,Ransomware  beacon  from  193.50.12.115  targeting  192.168.212.119
7657,216.121.125.111->192.168.253.108,216.121.125.111,192.168.253.108,low,SQLi attempt,SQLi  attempt  from  216.121.125.111  targeting  192.168.253.108
10147,216.50.173.141->172.27.231.38,216.50.173.141,172.27.231.38,high,Exploit kit,Exploit kit from 216.50.173.141 targeting 172.27.231.38?utm_source=mail
444,95.166.170.206->10.32.134.202,95.166.170.206,10.32.134.202,critical,C2 traffic,C2 traffic from 95.166.170.206 targeting 10.32.134.20
8299,217.243.9.221->172.25.246.194,217.243.9.221,172.25.246.194,medium,Ransomware beacon,Ransomware beacon from 217.243.9.221 targeting 172.25.246.19
7791,203.211.136.223->172.26.220.95,203.211.136.223,172.26.220.95,low,Ransomware beacon,Ransomware beacon from 203.211.136.223 targeting 172.26.220.95?utm_source=mail
6005,90.196.61.35->172.23.110.12,90.196.61.35,172.23.110.12,medium,SQLi attempt,SQLi attempt from 90.196.61.35 targeting 172.23.110.12?utm_source=mail
5355,158.1.203.56->192.168.117.65,158.1.203.56,192.168.117.65,high,Exploit kit,Exploit kit from 158.1.203.56 targeting 192.168.117.6
6674,195.239.248.55->10.175.197.95,195.239.248.55,10.175.197.95,low,Ransomware beacon,Ransomware beacon from 195.239.248.55 targeting 10.175.197.95
11088,182.98.94.145->172.27.71.95,182.98.94.145,172.27.71.95,medium,C2 traffic,C2  traffic  from  182.98.94.145  targeting  172.27.71.95
50,151.169.209.118->192.168.30.120,151.169.209.118,192.168.30.120,critical,C2 traffic,C2 traffic from 151.169.209.118 targeting 192.168.30.120
1463,192.18.194.162->192.168.223.194,192.18.194.162,192.168.223.194,medium,Exploit kit,Exploit kit from 192.18.194.162 targeting 192.168.223.19
5453,215.122.121.20->10.118.197.43,215.122.121.20,10.118.197.43,high,Exploit kit,Exploit  kit  from  215.122.121.20  targeting  10.118.197.43
5738,215.246.191.142->10.102.233.15,215.246.191.142,10.102.233.15,medium,Port scan,Port scan from 215.246.191.142 targeting 10.102.233.1
5097,185.254.0.44->192.168.198.48,185.254.0.44,192.168.198.48,medium,Exploit kit,Exploit kit from 185.254.0.44 targeting 192.168.198.48
8375,199.214.1.114->10.13.62.81,199.214.1.114,10.13.62.81,high,Port scan,Port scan from 199.214.1.114 targeting 10.13.62.81?utm_source=mail
1712,97.155.88.127->172.27.49.28,97.155.88.127,172.27.49.28,critical,Port scan,Port scan from 97.155.88.127 targeting 172.27.49.28?utm_source=mail
2648,209.182.76.100->172.19.88.113,209.182.76.100,172.19.88.113,medium,Ransomware beacon,Ransomware  beacon  from  209.182.76.100  targeting  172.19.88.113
11525,168.214.60.22->10.42.182.15,168.214.60.22,10.42.182.15,critical,C2 traffic,C2 traffic from 168.214.60.22 targeting 10.42.182.15
234,214.134.7.252->172.20.103.212,214.134.7.252,172.20.103.212,high,Ransomware beacon,Ransomware beacon from 214.134.7.252 targeting 172.20.103.212
6370,11.226.49.131->10.20.78.27,11.226.49.131,10.20.78.27,high,SQLi attempt,SQLi attempt from 11.226.49.131 targeting 10.20.78.27?utm_source=mail
4182,3.191.225.135->10.73.39.37,3.191.225.135,10.73.39.37,medium,SQLi attempt,Sqli attempt from 3.191.225.135 targeting 10.73.39.37
1695,173.14.122.222->172.19.91.110,173.14.122.222,172.19.91.110,high,Port scan,Port scan from 173.14.122.222 targeting 172.19.91.110
3948,108.15.51.94->172.28.4.184,108.15.51.94,172.28.4.184,low,SQLi attempt,SQLi attempt from 108.15.51.94 targeting 172.28.4.18
10717,213.235.212.151->10.103.229.163,213.235.212.151,10.103.229.163,high,Ransomware beacon,Ransomware  beacon  from  213.235.212.151  targeting  10.103.229.163
1849,143.228.59.161->192.168.236.210,143.228.59.161,192.168.236.210,low,Port scan,Port  scan  from  143.228.59.161  targeting  192.168.236.210
1844,206.235.104.169->172.30.112.188,206.235.104.169,172.30.112.188,low,Port scan,Port  scan  from  206.235.104.169  targeting  172.30.112.188
9400,218.29.218.106->10.154.65.132,218.29.218.106,10.154.65.132,medium,Exploit kit,Exploit kit from 218.29.218.106 targeting 10.154.65.13
7802,208.7.202.175->172.16.204.170,208.7.202.175,172.16.204.170,low,Exploit kit,Exploit kit from 208.7.202.175 targeting 172.16.204.170
9293,11.90.220.123->192.168.106.252,11.90.220.123,192.168.106.252,low,SQLi attempt,SQLi  attempt  from  11.90.220.123  targeting  192.168.106.252
3950,219.209.92.246->172.18.207.157,219.209.92.246,172.18.207.157,low,C2 traffic,C2 traffic from 219.209.92.246 targeting 172.18.207.157
6230,204.197.87.188->172.25.248.246,204.197.87.188,172.25.248.246,medium,C2 traffic,C2 traffic from 204.197.87.188 targeting 172.25.248.246
9915,15.92.232.48->10.222.188.77,15.92.232.48,10.222.188.77,medium,SQLi attempt,Sqli attempt from 15.92.232.48 targeting 10.222.188.77
5351,129.35.96.241->172.22.241.97,129.35.96.241,172.22.241.97,high,C2 traffic,C2 traffic from 129.35.96.241 targeting 172.22.241.97?utm_source=mail
7484,166.63.123.174->192.168.154.238,166.63.123.174,192.168.154.238,low,SQLi attempt,SQLi attempt from 166.63.123.174 targeting 192.168.154.238?utm_source=mail
851,220.101.200.108->192.168.117.245,220.101.200.108,192.168.117.245,high,Exploit kit,Exploit kit from 220.101.200.108 targeting 192.168.117.245
576,165.184.160.40->10.188.230.86,165.184.160.40,10.188.230.86,high,Exploit kit,Exploit kit from 165.184.160.40 targeting 10.188.230.86
6045,202.239.94.23->10.139.102.236,202.239.94.23,10.139.102.236,low,Ransomware beacon,Ransomware beacon from 202.239.94.23 targeting 10.139.102.236?utm_source=mail
10641,201.132.123.93->172.20.119.110,201.132.123.93,172.20.119.110,critical,Ransomware beacon,Ransomware  beacon  from  201.132.123.93  targeting  172.20.119.110
8070,119.173.31.58->172.27.202.122,119.173.31.58,172.27.202.122,critical,C2 traffic,C2 traffic from 119.173.31.58 targeting 172.27.202.122?utm_source=mail
3108,143.134.35.53->192.168.51.42,143.134.35.53,192.168.51.42,low,C2 traffic,C2 traffic from 143.134.35.53 targeting 192.168.51.4
7758,120.9.65.85->192.168.16.69,120.9.65.85,192.168.16.69,low,Ransomware beacon,Ransomware beacon from 120.9.65.85 targeting 192.168.16.6
289,206.111.139.35->172.31.65.212,206.111.139.35,172.31.65.212,high,C2 traffic,C2  traffic  from  206.111.139.35  targeting  172.31.65.212
10870,148.4.144.76->10.160.186.159,148.4.144.76,10.160.186.159,critical,Port scan,Port scan from 148.4.144.76 targeting 10.160.186.159
6872,91.176.117.97->10.58.211.204,91.176.117.97,10.58.211.204,critical,Exploit kit,Exploit  kit  from  91.176.117.97  targeting  10.58.211.204
11232,214.162.23.72->192.168.2.42,214.162.23.72,192.168.2.42,high,Ransomware beacon,Ransomware beacon from 214.162.23.72 targeting 192.168.2.42?utm_source=mail
4258,63.224.222.151->172.20.236.122,63.224.222.151,172.20.236.122,low,Exploit kit,Exploit kit from 63.224.222.151 targeting 172.20.236.122
4142,93.226.237.215->172.17.238.115,93.226.237.215,172.17.238.115,medium,C2 traffic,C2 traffic from 93.226.237.215 targeting 172.17.238.11
9845,134.151.76.175->172.29.166.247,134.151.76.175,172.29.166.247,low,Port scan,Port scan from 134.151.76.175 targeting 172.29.166.247
6543,61.139.82.128->192.168.5.141,61.139.82.128,192.168.5.141,critical,C2 traffic,C2 traffic from 61.139.82.128 targeting 192.168.5.141?utm_source=mail
10286,185.114.68.11->192.168.170.165,185.114.68.11,192.168.170.165,medium,Port scan,Port scan from 185.114.68.11 targeting 192.168.170.165
2913,206.21.176.46->172.25.214.54,206.21.176.46,172.25.214.54,high,Exploit kit,Exploit  kit  from  206.21.176.46  targeting  172.25.214.54
291,40.222.205.215->172.31.7.253,40.222.205.215,172.31.7.253,high,Ransomware beacon,Ransomware beacon from 40.222.205.215 targeting 172.31.7.25
8049,137.208.240.26->192.168.245.130,137.208.240.26,192.168.245.130,low,Exploit kit,Exploit kit from 137.208.240.26 targeting 192.168.245.130
10424,218.184.239.162->10.51.104.148,218.184.239.162,10.51.104.148,medium,Port scan,Port  scan  from  218.184.239.162  targeting  10.51.104.148
10471,88.233.15.31->10.120.25.27,88.233.15.31,10.120.25.27,medium,Ransomware beacon,Ransomware beacon from 88.233.15.31 targeting 10.120.25.27
9107,191.213.122.215->192.168.48.76,191.213.122.215,192.168.48.76,critical,SQLi attempt,SQLi attempt from 191.213.122.215 targeting 192.168.48.7
266,141.187.193.224->192.168.169.196,141.187.193.224,192.168.169.196,critical,Port scan,Port scan from 141.187.193.224 targeting 192.168.169.196?utm_source=mail
1994,168.253.88.66->192.168.54.85,168.253.88.66,192.168.54.85,low,SQLi attempt,SQLi  attempt  from  168.253.88.66  targeting  192.168.54.85
270,222.254.141.140->10.206.219.182,222.254.141.140,10.206.219.182,critical,Port scan,Port scan from 222.254.141.140 targeting 10.206.219.182
4012,159.53.44.69->172.20.108.228,159.53.44.69,172.20.108.228,medium,Port scan,Port  scan  from  159.53.44.69  targeting  172.20.108.228
2050,3.16.18.235->10.155.226.119,3.16.18.235,10.155.226.119,critical,SQLi attempt,SQLi  attempt  from  3.16.18.235  targeting  10.155.226.119
11930,163.169.105.130->192.168.63.49,163.169.105.130,192.168.63.49,low,C2 traffic,C2 traffic from 163.169.105.130 targeting 192.168.63.49?utm_source=mail
11762,16.110.48.204->172.30.50.125,16.110.48.204,172.30.50.125,critical,Ransomware beacon,Ransomware beacon from 16.110.48.204 targeting 172.30.50.125
1007,218.0.251.28->172.23.142.217,218.0.251.28,172.23.142.217,low,Ransomware beacon,Ransomware beacon from 218.0.251.28 targeting 172.23.142.217?utm_source=mail
9378,134.18.58.111->10.254.107.81,134.18.58.111,10.254.107.81,high,SQLi attempt,SQLi attempt from 134.18.58.111 targeting 10.254.107.81?utm_source=mail
6102,176.123.244.183->172.31.20.130,176.123.244.183,172.31.20.130,critical,SQLi attempt,SQLi attempt from 176.123.244.183 targeting 172.31.20.130?utm_source=mail
6400,75.92.2.166->192.168.114.69,75.92.2.166,192.168.114.69,low,Port scan,Port scan from 75.92.2.166 targeting 192.168.114.69?utm_source=mail
11603,31.163.149.164->172.21.6.215,31.163.149.164,172.21.6.215,critical,SQLi attempt,Sqli attempt from 31.163.149.164 targeting 172.21.6.215
2625,214.172.28.34->172.26.120.85,214.172.28.34,172.26.120.85,high,C2 traffic,C2  traffic  from  214.172.28.34  targeting  172.26.120.85
6606,220.36.86.234->192.168.78.240,220.36.86.234,192.168.78.240,low,C2 traffic,C2  traffic  from  220.36.86.234  targeting  192.168.78.240
5947,178.220.57.41->192.168.234.134,178.220.57.41,192.168.234.134,medium,C2 traffic,C2 traffic from 178.220.57.41 targeting 192.168.234.134
10239,196.159.116.166->192.168.200.149,196.159.116.166,192.168.200.149,critical,Exploit kit,Exploit kit from 196.159.116.166 targeting 192.168.200.149?utm_source=mail
3579,108.209.199.209->192.168.156.27,108.209.199.209,192.168.156.27,low,Exploit kit,Exploit  kit  from  108.209.199.209  targeting  192.168.156.27
6684,188.170.96.89->172.24.230.67,188.170.96.89,172.24.230.67,high,Port scan,Port  scan  from  188.170.96.89  targeting  172.24.230.67
4253,78.56.6.188->172.19.227.68,78.56.6.188,172.19.227.68,critical,SQLi attempt,SQLi attempt from 78.56.6.188 targeting 172.19.227.6
7928,16.251.215.164->192.168.202.10,16.251.215.164,192.168.202.10,medium,Ransomware beacon,Ransomware  beacon  from  16.251.215.164  targeting  192.168.202.10
10853,202.0.97.228->172.25.170.140,202.0.97.228,172.25.170.140,medium,Port scan,Port scan from 202.0.97.228 targeting 172.25.170.14
6573,204.134.101.34->10.60.96.38,204.134.101.34,10.60.96.38,critical,Ransomware beacon,Ransomware beacon from 204.134.101.34 targeting 10.60.96.38
8116,214.213.6.59->10.226.213.57,214.213.6.59,10.226.213.57,medium,SQLi attempt,SQLi attempt from 214.213.6.59 targeting 10.226.213.57?utm_source=mail
6967,79.31.99.83->172.30.145.247,79.31.99.83,172.30.145.247,medium,Ransomware beacon,Ransomware beacon from 79.31.99.83 targeting 172.30.145.24
3371,61.91.48.251->172.17.222.98,61.91.48.251,172.17.222.98,medium,Exploit kit,Exploit kit from 61.91.48.251 targeting 172.17.222.98
1373,201.110.74.197->172.21.48.255,201.110.74.197,172.21.48.255,high,Port scan,Port  scan  from  201.110.74.197  targeting  172.21.48.255
10384,193.15.82.3->192.168.200.219,193.15.82.3,192.168.200.219,critical,Exploit kit,Exploit kit from 193.15.82.3 targeting 192.168.200.219?utm_source=mail
1665,186.23.51.81->192.168.89.78,186.23.51.81,192.168.89.78,medium,C2 traffic,C2 traffic from 186.23.51.81 targeting 192.168.89.78?utm_source=mail
3283,217.7.33.38->10.176.249.189,217.7.33.38,10.176.249.189,low,Ransomware beacon,Ransomware beacon from 217.7.33.38 targeting 10.176.249.18
11953,216.7.5.235->10.226.68.108,216.7.5.235,10.226.68.108,medium,Exploit kit,Exploit kit from 216.7.5.235 targeting 10.226.68.108
3521,105.69.166.239->10.65.208.72,105.69.166.239,10.65.208.72,critical,Port scan,Port  scan  from  105.69.166.239  targeting  10.65.208.72
2570,63.222.7.65->172.24.188.216,63.222.7.65,172.24.188.216,critical,Port scan,Port scan from 63.222.7.65 targeting 172.24.188.216
10681,223.140.46.99->192.168.141.119,223.140.46.99,192.168.141.119,low,Exploit kit,Exploit  kit  from  223.140.46.99  targeting  192.168.141.119
8369,199.37.104.31->10.231.225.57,199.37.104.31,10.231.225.57,low,C2 traffic,C2  traffic  from  199.37.104.31  targeting  10.231.225.57
6784,220.170.24.250->172.28.234.65,220.170.24.250,172.28.234.65,medium,Ransomware beacon,Ransomware beacon from 220.170.24.250 targeting 172.28.234.65?utm_source=mail
7686,194.131.175.11->172.17.214.197,194.131.175.11,172.17.214.197,critical,Port scan,Port scan from 194.131.175.11 targeting 172.17.214.19
5014,4.184.67.24->10.49.18.9,4.184.67.24,10.49.18.9,critical,SQLi attempt,SQLi attempt from 4.184.67.24 targeting 10.49.18.
10218,59.93.230.118->172.21.91.182,59.93.230.118,172.21.91.182,low,Exploit kit,Exploit kit from 59.93.230.118 targeting 172.21.91.182
8204,92.12.142.208->192.168.2.101,92.12.142.208,192.168.2.101,high,Port scan,Port scan from 92.12.142.208 targeting 192.168.2.101?utm_source=mail
11425,6.64.182.62->192.168.174.161,6.64.182.62,192.168.174.161,low,Ransomware beacon,Ransomware beacon from 6.64.182.62 targeting 192.168.174.16
809,183.246.77.226->192.168.86.96,183.246.77.226,192.168.86.96,high,C2 traffic,C2 traffic from 183.246.77.226 targeting 192.168.86.96
9765,193.170.92.227->172.21.36.176,193.170.92.227,172.21.36.176,critical,SQLi attempt,SQLi attempt from 193.170.92.227 targeting 172.21.36.176?utm_source=mail
1949,138.222.25.57->192.168.248.178,138.222.25.57,192.168.248.178,low,C2 traffic,C2 traffic from 138.222.25.57 targeting 192.168.248.178?utm_source=mail
7532,207.197.108.64->172.23.207.245,207.197.108.64,172.23.207.245,high,Ransomware beacon,Ransomware beacon from 207.197.108.64 targeting 172.23.207.24
